Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude
Starbucks,15220-158906,The 19th Chidlom - Bangkok,Company Owned,"The 19th Chidlom, No. 19, Unit no. 101, Soi Chidlom, Ploenchit road, Siam Square soi 7",Pathumwan,Bangkok,Thailand,10330,843609910,GMT+07:00 Asia/Bangkok,100.54,13.75
Starbucks,1135-152684,Siam Square - Block L,Company Owned,"Siam Kitti Building, unit no.115, G/F, Siam Square Soi 7, Rama I road",Pathumwan,Bangkok,Thailand,10330,844387456,GMT+07:00 Asia/Bangkok,100.53,13.74
Starbucks,33751-139108,B2S (Chidlom2),Company Owned,"1027, 7th Flr Central Chidlom Dept Store, Ploenchit Road, 1st Floor, (1A06-07) MBK Tower",Patumwan,Bangkok,Thailand,10330,844387344,GMT+07:00 Asia/Bangkok,100.54,13.74
Starbucks,33721-44759,Mahboonkrong,Company Owned,"444, 1st Floor  (1A06-07) MBK Tower, Prayathai Road",Patumwan,Bangkok,Thailand,10120,844387335,GMT+07:00 Asia/Bangkok,100.53,13.75
Starbucks,33730-78939,Langsuan,Company Owned,"39, Langsuan Road",Patumwan,Bangkok,Thailand,10330,844387346,GMT+07:00 Asia/Bangkok,100.54,13.74
Starbucks,30818-102733,Siam Paragon-Street Level,Company Owned,"Street Level Siam Paragon, Rama 1 Road",Patumwan,Bangkok,Thailand,10330,844387385,GMT+07:00 Asia/Bangkok,100.53,13.75
Starbucks,30819-102783,Siam Paragon-QConcept,Company Owned,"3rd Floor Siam Paragon, Rama 1 Road",Patumwan,Bangkok,Thailand,10330,844387386,GMT+07:00 Asia/Bangkok,100.53,13.75
Starbucks,33729-79003,All Season Place,Company Owned,"87/2, Unit 102 1st Floor, All Season Place Retail, Wireless Rd",Patumwan,Bangkok,Thailand,10330,844387345,GMT+07:00 Asia/Bangkok,100.55,13.74
Starbucks,31656-110434,MBK-SF Cinema City,Company Owned,"444, B1 Room 7th Floor MBK Center, Prayathai Road, B113 1st Floor, World Trade Center 4/1-2",Patumwan,Bangkok,Thailand,10330,844387353,GMT+07:00 Asia/Bangkok,100.53,13.74
Starbucks,33722-210348,World Trade Center,Company Owned,"4/1-2, B113 1st Floor, Central World Plaza, Ratdumri Road",Patumwan,Bangkok,Thailand,10330,844387336,GMT+07:00 Asia/Bangkok,100.54,13.75
Starbucks,30916-102880,Siam Paragon-Major,Company Owned,"5th Floor Siam Paragon, Rama 1 Road",Patumwan,Bangkok,Thailand,10330,844387387,GMT+07:00 Asia/Bangkok,100.54,13.75
Starbucks,24146-235709,Sindhorn Tower,Company Owned,"Wireless road, Lumpini, Amarin Plaza",Patumwan,Bangkok,Thailand,10330,614108969,GMT+07:00 Asia/Bangkok,100.55,13.74
Starbucks,33706-12418,Amarin,Company Owned,"500, 1st Floor Amarin Plaza, Ploenchit Road",Patumwan,Bangkok,Thailand,10330,844387321,GMT+07:00 Asia/Bangkok,100.54,13.74
Starbucks,30675-101029,Office Central World,Company Owned,"999/9, 3rd Floor Office Central World, Rama 1 Road",Patumwan,Bangkok,Thailand,10330,844387361,GMT+07:00 Asia/Bangkok,100.54,13.75
Starbucks,17339-169625,Seacon Square Bangkae,Company Owned,"607 Seacon Square Bangkae, Petchkasem Road, Grand Diamond Plaza",Phasi Charoen,Bangkok,Thailand,10160,848741732,GMT+07:00 Asia/Bangkok,100.43,13.71
Starbucks,12984-155644,Grand Diamond Plaza - Bangkok,Company Owned,"Grand Diamond Plaza, No. 888, Petchburi road",Phayathai,Bangkok,Thailand,10400,844387462,GMT+07:00 Asia/Bangkok,100.54,13.75
Starbucks,33738-107023,SF Phaholyothin,Company Owned,"356 unit 101, La Villa, Phaholyothin Road",Phayathai,Bangkok,Thailand,10300,844387404,GMT+07:00 Asia/Bangkok,100.54,13.78
Starbucks,24447-237864,Tha Maharaj,Company Owned,"1/11 Trok Mahathat, Maharaj Rd, Phrabarommaharajwang",Phranakorn,Bangkok,Thailand,10200,844387402,GMT+07:00 Asia/Bangkok,100.49,13.75
Starbucks,19218-199829,SOHO,Company Owned,"613, Bumrungmuang Road,",Pomprabsutrupai,Bangkok,Thailand,10100,819388131,GMT+07:00 Asia/Bangkok,100.51,13.75
Starbucks,31071-103785,SF Piyarom,Company Owned,"3079/25, Piyarom Place, Piyabuth Soi Sukumvit Road",Prakanong,Bangkok,Thailand,10260,844387397,GMT+07:00 Asia/Bangkok,100.61,13.69
Starbucks,17561-183072,Baan Chart,Company Owned,"Baan Chart, 98 Jakkraphong Road",Pranakorn,Bangkok,Thailand,10200,848758541,GMT+07:00 Asia/Bangkok,100.5,13.76
Starbucks,33762-100218,Seacon Square,Company Owned,"904, 2nd Floor Seacon Square, Moo 6 Srinakarin Road, Paradise Park",Prawet,Bangkok,Thailand,10250,844387368,GMT+07:00 Asia/Bangkok,100.65,13.69
Starbucks,9198-152606,Paradise Park - Bangkok,Company Owned,"Paradise Park shopping plaza, No. 61, Unit 2C023, 2nd floor, Srinakharin road, IDEO Phayathai Condominium",Prawet,Bangkok,Thailand,10260,844387457,GMT+07:00 Asia/Bangkok,100.65,13.69
Starbucks,32356-152026,IDEO Phayathai,Company Owned,"134/9, Ideo Building, Phayathai Road, Thepparat Building - Rama Hospital",Rajthewi,Bangkok,Thailand,10400,844387490,GMT+07:00 Asia/Bangkok,100.53,13.76
Starbucks,15610-163350,Ramathibodi Hospital,Company Owned,"Ramathibodi Hospital  270, 1st floor, Somdej Pra Thep Building, Rama 6 Road, Shibuya 19 Shopping Mall",Ratchathewi,Bangkok,Thailand,10400,844387316,GMT+07:00 Asia/Bangkok,100.53,13.77
Starbucks,15170-158244,Shibuya 19.,Company Owned,"Shibuya 19 No.919, New Petchaberee rd.",Ratchathewi,Bangkok,Thailand,10400,844390466,GMT+07:00 Asia/Bangkok,100.54,13.75
Starbucks,49374-267968,B.Care Medical Center Hospital,Company Owned,"26 Moo 9 , Pahonyotin road, Saimai, Pure Place Sammakom Mall",Saimai,Bangkok,Thailand,10220,625984859,GMT+07:00 Asia/Bangkok,100.62,13.94
Starbucks,13180-154211,Pure Place Sammakorn - Bangkok,Company Owned,"Pure Place Ramkamheang 110, unit B110, B111, 1F, Ramkamheang road",Saphansung,Bangkok,Thailand,10240,844387459,GMT+07:00 Asia/Bangkok,100.67,13.78
Starbucks,31110-102325,Life Center,Company Owned,"1, Q House Lumpini Building, South Sathon Road, BKK Cityย Tower",Sathorn,Bangkok,Thailand,10120,844387392,GMT+07:00 Asia/Bangkok,100.54,13.73
Starbucks,33714-23207,Bangkok City,Company Owned,"179, 1st Floorย  BKK Cityย Tower, Southย  Sathorn Road, Empire Tower",Sathorn,Bangkok,Thailand,10120,844387327,GMT+07:00 Asia/Bangkok,100.53,13.72
Starbucks,33724-54539,Empire Tower,Company Owned,"195, G Floor Empire Tower, South Sathon Road",Sathorn,Bangkok,Thailand,10120,844387340,GMT+07:00 Asia/Bangkok,100.53,13.72
Starbucks,24234-234344,Sathorn City Tower,Company Owned,"175, Sathorn Tai Rd., Thung Maha Mek,Sathorn",Sathorn,Bangkok,Thailand,10120,614100115,GMT+07:00 Asia/Bangkok,100.53,13.72
Starbucks,15495-157924,The Nine Neighborhood Center,Company Owned,Rama 9 Road,Saunlaung,Bangkok,Thailand,10250,818108493,GMT+07:00 Asia/Bangkok,100.63,13.74
Starbucks,26231-243905,Samitivej Srinakarin Hospital,Company Owned,"Srinakarin, The Circle Ratchapruk",Suanluang,Bangkok,Thailand,10250,626029419,GMT+07:00 Asia/Bangkok,100.64,13.75
Starbucks,15337-156229,The Circle Ratchapruk-Bangkok,Company Owned,"The Circle Ratchapruk, No. 39, Unit R2 & R4, Moo.13, Ratchapruk road",Talingchan,Bangkok,Thailand,10170,844387317,GMT+07:00 Asia/Bangkok,100.44,13.77
Starbucks,2037-136505,The Mall Tha Phra-Main Hall,Company Owned,"The Mall Tha Phra, No. 99,, Ratchadapisek road",Thonburi,Bangkok,Thailand,10600,844387458,GMT+07:00 Asia/Bangkok,100.48,13.71
Starbucks,31556-115744,PharMax,Company Owned,"275, 1rst Floor, Praditmanutham Road,",Wangthonglang,Bangkok,Thailand,10310,844387405,GMT+07:00 Asia/Bangkok,100.6,13.77
Starbucks,16540-168264,Bangkok Plaza-BKH2,Company Owned,"2, Bangkok Hospital,  Bangkok Plaz Bldg, Soonvijai 7 Soi New Petchaburi Road",Wangtonglang,Bangkok,Thailand,10310,818457420,GMT+07:00 Asia/Bangkok,100.58,13.75
Starbucks,31004-102326,Bangkok Hospital,Company Owned,"2, Bangkok Hospital, Soonvijai 7 Soi New Petchaburi Road, 50, Grammy Place",Wangtonglang,Bangkok,Thailand,10310,844387391,GMT+07:00 Asia/Bangkok,100.58,13.75
Starbucks,33727-76860,Grammy,Company Owned,"50, Grammy Place, Sukhumvit 21 Road",Wattana,Bangkok,Thailand,10110,844387342,GMT+07:00 Asia/Bangkok,100.56,13.74
Starbucks,33758-99602,Samitivej Hospital,Company Owned,"133, Samitivej Hospital, Sukumvit 49 Soi Sukumvit Road, SF Town Center 6 (Thonglor)",Wattana,Bangkok,Thailand,10110,844387375,GMT+07:00 Asia/Bangkok,100.58,13.73
Starbucks,33732-82185,Thonglor2,Company Owned,"150/1, Building A, SF Town Center 6, Sukumvit Soi 55 (Thonglor), Bumrungrad Hospital",Wattana,Bangkok,Thailand,10110,844387347,GMT+07:00 Asia/Bangkok,100.58,13.73
Starbucks,33704-11379,Bumrungrad Hospital,Company Owned,"33/3, 1st Floor Bumrungrad Hospital, Sukumvit Soi 3, Sukumvit Road",Wattana,Bangkok,Thailand,10110,844387319,GMT+07:00 Asia/Bangkok,100.55,13.75
Starbucks,18525-188425,Jasmine City,Company Owned,"Jasmine City 2, Soi Prasarnmitr, (Sukhumvit 23) Sukhumvit road, Terminal 21 Building",Wattana,Bangkok,Thailand,10110,817557365,GMT+07:00 Asia/Bangkok,100.56,13.74
Starbucks,16147-153305,Terminal 21,Company Owned,"88, Terminal 21, Floor M, Room no.M-410,411,412 - Soi Sukhumvit 19",Wattana,Bangkok,Thailand,10110,818227528,GMT+07:00 Asia/Bangkok,100.56,13.74
Starbucks,33756-98549,Nana Square,Company Owned,"49, Nana Square, Sukumvit Road",Wattana,Bangkok,Thailand,10110,844387349,GMT+07:00 Asia/Bangkok,100.55,13.74
Starbucks,33759-97834,The 49 Terrace,Company Owned,"49, The 49 Terrace, Sukumvit 49 Soi Sukumvit Road, Bumrungrad Hospital -  Intl Clinic Bldg",Wattana,Bangkok,Thailand,10110,844387351,GMT+07:00 Asia/Bangkok,100.58,13.73
Starbucks,32430-133730,Bumrungrad Hospital 2,Company Owned,"Sky Lobby 10th Floor 33 Sukhumvit 3, Sukhumvit Road",Wattana,Bangkok,Thailand,10110,844387433,GMT+07:00 Asia/Bangkok,100.55,13.75
Starbucks,30919-103327,Citi Resort,Company Owned,"79 Unit S104, 1st Floor Citi Resort, Sukumvit 39 Soi Sukumvit Road",Wattana,Bangkok,Thailand,10110,844387393,GMT+07:00 Asia/Bangkok,100.57,13.74
Starbucks,33717-30504,Thonglor,Company Owned,"231, Sukumvit Soi 55 (Thonglor)",Wattana,Bangkok,Thailand,10110,844387330,GMT+07:00 Asia/Bangkok,100.58,13.73
Starbucks,30768-100362,Siam Future Ekkamai,Company Owned,"78/2, Sukumvit 63 Soi",Wattana,Bangkok,Thailand,10110,844387382,GMT+07:00 Asia/Bangkok,100.59,13.73
Starbucks,17430-181871,Int Rama 3,Company Owned,"982, Rama 3 Road, 79, 1st Floorย Centralย Plazaย Rama 3",Yannawa,Bangkok,Thailand,10120,908806196,GMT+07:00 Asia/Bangkok,100.54,13.67
Starbucks,33713-146284,Central Rama 3,Company Owned,"79, 1st Floorย Centralย Plazaย Rama 3, Sathupradit Road",Yannawa,Bangkok,Thailand,10120,844387326,GMT+07:00 Asia/Bangkok,100.54,13.7
Starbucks,33753-97640,Belle Park,Company Owned,"315/601-2, Sathupradit Road",Yannawa,Bangkok,Thailand,10120,844387371,GMT+07:00 Asia/Bangkok,100.54,13.7
Starbucks,31106-99895,SF Chaengwattana,Company Owned,"104/45, The Chaengwattana Avenue, Moo 1 Chaengwattana Road",Lanksi,Bangkok,Thailand,10210,844387376,GMT+07:00 Asia/Bangkok,100.56,13.89
Starbucks,20245-200745,Central Festival Chiang Mai,Company Owned,"99 Moo 4, Super Highway Rd, Muang",Chaing Mai,Chaing Mai,Thailand,50000,922614320,GMT+07:00 Asia/Bangkok,99.02,18.8
Starbucks,21903-216325,Maya Chiang Mai,Company Owned,"55 Moo 5 Huay Kaew Road, Chang Phuak, Muang Chiang Mai, Chiangmai Ram Hospital",Chiang Mai,Chaing Mai,Thailand,50000,922798162,GMT+07:00 Asia/Bangkok,98.97,18.8
Starbucks,48161-259669,Chiangmai Ram Hospital,Company Owned,"Bun Rueang Rit Rd., Sri Bhumi,, Muang",Chiang Mai,Chaing Mai,Thailand,50200,625984962,GMT+07:00 Asia/Bangkok,98.98,18.79
Starbucks,21813-215327,Chiangmai Airport,Company Owned,"60 Chiang Mai International Airport, Moo 3, Airport Rd. Suthep, Mueang",Chiang Mai,Chaing Mai,Thailand,50200,922464167,GMT+07:00 Asia/Bangkok,98.97,18.77
Starbucks,27916-248931,Kad Farang,Company Owned,"Chiangmai-Hod Rd, Hang Dong",Chiangmai,Chaing Mai,Thailand,50230,626015140,GMT+07:00 Asia/Bangkok,98.93,18.7
Starbucks,33723-58139,Chiangmai,Company Owned,"110, Changclan Road",Muang,Chaing Mai,Thailand,50200,844387339,GMT+07:00 Asia/Bangkok,99,18.78
Starbucks,30791-102083,Chiangmai Nimmanhemin,Company Owned,"43, Tall Teak Plaza, Nimmanhemin Road",Muang,Chaing Mai,Thailand,50200,844387384,GMT+07:00 Asia/Bangkok,98.97,18.8
Starbucks,30887-102551,Chiangmai Tha Pae,Company Owned,"418-420,422, Tha Pae Road",Muang,Chaing Mai,Thailand,50300,844387388,GMT+07:00 Asia/Bangkok,98.99,18.79
Starbucks,33734-83811,Chiangmai2,Company Owned,"2, Central Airport Plaza, Mahidol Road",Muang,Chaing Mai,Thailand,50000,844387350,GMT+07:00 Asia/Bangkok,98.98,18.77
Starbucks,31710-116109,Kad Suan Kaew,Company Owned,"21, Ground Floor, Huay Kaew Road",Muang Chiangmai,Chaing Mai,Thailand,50200,844387411,GMT+07:00 Asia/Bangkok,98.98,18.8
Starbucks,31987-123584,Jungceylon 2,Company Owned,"Unit 4125 Jungceylon Phuket, 181, Ratch-U-Thid",Kathu,Phuket,Thailand,83150,844387419,GMT+07:00 Asia/Bangkok,98.3,7.89
Starbucks,30773-96577,Jungceylon Patong,Company Owned,"181 unit 1102/2 Ground floor, Zone A1, Ratch-u-tid Road",Kathu,Phuket,Thailand,83150,844387356,GMT+07:00 Asia/Bangkok,98.3,7.89
Starbucks,32672-137965,Twilight of Bangla,Company Owned,"136/1, Thaweevong Road",Kathu,Phuket,Thailand,83150,844387441,GMT+07:00 Asia/Bangkok,98.3,7.89
Starbucks,32545-137245,La Flora Avenue - Patong - Phuket,Company Owned,"Unit 1-3, La Flora Avenue Patong, 1st Floor, No. 37, Taweewong road, Ban Thai Hotel",Katu,Phuket,Thailand,83150,844387437,GMT+07:00 Asia/Bangkok,98.3,7.9
Starbucks,33715-29356,Phuket,Company Owned,"94, Thaveewong Road, Central Phuket",Kratoo,Phuket,Thailand,83150,844387328,GMT+07:00 Asia/Bangkok,98.29,7.89
Starbucks,33750-96038,Central Phuket,Company Owned,"130, 1st Floor Central Phuket, No. 130, 1st Floor",Muang,Phuket,Thailand,83000,844387360,GMT+07:00 Asia/Bangkok,98.37,7.89
Starbucks,32293-135684,Kata Center-Karon-phuket,Company Owned,"Kata Center, No.4, Karon road,, Phuket Airport-Landside",Muang,Phuket,Thailand,83100,844387430,GMT+07:00 Asia/Bangkok,98.3,7.83
Starbucks,48536-263584,Phuket Airport-Landside,Company Owned,"Mai Khao, Thalang",Phuket,Phuket,Thailand,83110,613896272,GMT+07:00 Asia/Bangkok,98.31,8.1
Starbucks,23182-228364,Lotus Phuket,Company Owned,"104 Moo 5, Chaloemphrakiat Ro 9, Amphoe",Phuket,Phuket,Thailand,83000,922464184,GMT+07:00 Asia/Bangkok,98.37,7.9
Starbucks,49018-266307,Homepro Village Phuket Chalong,Company Owned,"61/10 Moo 10 Chalong, Muang",Phuket,Phuket,Thailand,83130,613977916,GMT+07:00 Asia/Bangkok,98.34,7.83
Starbucks,49620-270144,Banana Walk Phuket,Company Owned,"124/11 Taweewong road, Patong,Kathu",Phuket,Phuket,Thailand,83150,614201415,GMT+07:00 Asia/Bangkok,98.29,7.89
